internalTaxonId,scientificName,name,language,main
195038,Lampris guttatus,Opal Fish,English,false
195038,Lampris guttatus,San Pedrofish,English,false
195038,Lampris guttatus,Spotted Moonfish,English,false
195038,Lampris guttatus,Spotted Opah,English,false
195038,Lampris guttatus,Sunfish,English,false
195038,Lampris guttatus,Sunfish,English,false
195038,Lampris guttatus,Epromar,Spanish; Castilian,false
195038,Lampris guttatus,Lampris,French,false
195038,Lampris guttatus,Luna Real,Spanish; Castilian,false
195038,Lampris guttatus,Mariposa,Spanish; Castilian,false
195038,Lampris guttatus,Opa,Spanish; Castilian,false
195038,Lampris guttatus,Opah,French,false
195038,Lampris guttatus,Pez Mariposa,Spanish; Castilian,false
195038,Lampris guttatus,Pez Sol,Spanish; Castilian,false
195038,Lampris guttatus,Poisson-lune,French,false
195038,Lampris guttatus,Poisson Lune,French,false
195038,Lampris guttatus,Poisson Royal,French,false
195038,Lampris guttatus,Saumon des Dieux,French,false
195038,Lampris guttatus,Opah,English,true
19531,Rhinolophus clivosus,Arabian Horseshoe Bat,English,false
19531,Rhinolophus clivosus,Cretzschmar's Horseshoe Bat,English,false
19531,Rhinolophus clivosus,Geoffroy's Horseshoe Bat,English,true
195515,Astragalus alopecurus,Astragalo Maggiore,Italian,false
195515,Astragalus alopecurus,Queue de Renard des Alpes,French,true
196015,Eptatretus bischoffii,Anguila Babosa,Spanish; Castilian,false
196015,Eptatretus bischoffii,Murena,Spanish; Castilian,false
196019,Eptatretus deani,Bruja Pecosa,Spanish; Castilian,false
196019,Eptatretus deani,Mixine Noire,French,false
196019,Eptatretus deani,Mixinido Negro,Spanish; Castilian,false
196019,Eptatretus deani,Black Hagfish,English,true
196023,Eptatretus goliath,Goliath Hagfish,English,true
196028,Rubicundus lakeside,Lakeside Hagfish,English,true
196032,Eptatretus mcconnaugheyi,Bruja Cabeza Chica,Spanish; Castilian,false
196032,Eptatretus mcconnaugheyi,Shorthead Hagfish,English,true
196040,Eptatretus polytrema,Chilean Hagfish,English,false
196040,Eptatretus polytrema,Anguila Babosa,Spanish; Castilian,false
196040,Eptatretus polytrema,Babosa,Spanish; Castilian,false
196040,Eptatretus polytrema,Fourteen-gill Hagfish,English,true
196044,Eptatretus stoutii,California Hagfish,English,false
196044,Eptatretus stoutii,Bruja Pintada,Spanish; Castilian,false
196044,Eptatretus stoutii,Mixinido del Pacifico,Spanish; Castilian,false
196044,Eptatretus stoutii,Pacific Hagfish,English,true
196067,Myxine pequenoi,Dwarf Hagfish,English,true
19689,Rhophodon kempseyensis,Lustrous Pinwheel Snail,English,true
198547,Bathysolea profundicola,Lenguado de Fondo,Spanish; Castilian,false
198547,Bathysolea profundicola,Lenguado de Profundidad,Spanish; Castilian,false
198547,Bathysolea profundicola,Sole des Profondeurs,French,false
198547,Bathysolea profundicola,Deepwater Sole,English,true
198550,Pomatoschistus pictus,Mediterranean Painted Goby,English,false
198550,Pomatoschistus pictus,Gobie Peint,French,false
198550,Pomatoschistus pictus,Gobie Varié,French,false
198550,Pomatoschistus pictus,Gobio de Manchas,Spanish; Castilian,false
198550,Pomatoschistus pictus,Painted Goby,English,true
198552,Pomatoschistus norvegicus,Norwegian Goby,English,false
198552,Pomatoschistus norvegicus,Gobie Norvégien,French,false
198552,Pomatoschistus norvegicus,Gobio Noruego,Spanish; Castilian,false
198552,Pomatoschistus norvegicus,Petit Gobie Svelte,French,false
198552,Pomatoschistus norvegicus,Norway Goby,English,true
198553,Pegusa lascaris,Atlantic Sole,English,false
198553,Pegusa lascaris,French Sole,English,false
198553,Pegusa lascaris,Lascar,English,false
198553,Pegusa lascaris,Snouted Sole,English,false
198553,Pegusa lascaris,Lenguado,Spanish; Castilian,false
198553,Pegusa lascaris,Lenguado de Arena,Spanish; Castilian,false
198553,Pegusa lascaris,Lenguado Del Mar Egeo,Spanish; Castilian,false
198553,Pegusa lascaris,Sole de Mer Egée,French,false
198553,Pegusa lascaris,Sole-pole,French,false
198553,Pegusa lascaris,Sole Pole,French,false
198553,Pegusa lascaris,Sole-verrue,French,false
198553,Pegusa lascaris,Sortija,Spanish; Castilian,false
198553,Pegusa lascaris,Suela Del Mar Egeo,Spanish; Castilian,false
198553,Pegusa lascaris,Sand Sole,English,true
198554,Callionymus reticulatus,Dragoncillo,Spanish; Castilian,false
198554,Callionymus reticulatus,Dragonnet Réticulé,French,false
198554,Callionymus reticulatus,Reticulated Dragonet,English,true
198555,Epigonus constanciae,Constance Deepwater Cardinalfish,English,false
198558,Priacanthus arenatus,Atlantic Big-eye,English,false
198558,Priacanthus arenatus,Balarton,English,false
198558,Priacanthus arenatus,Balatan,English,false
198558,Priacanthus arenatus,Bigeye,English,false
198558,Priacanthus arenatus,Big-eye,English,false
198558,Priacanthus arenatus,Catalufa,English,false
198558,Priacanthus arenatus,Common Bigeye,English,false
198558,Priacanthus arenatus,Goggle Eye,English,false
198558,Priacanthus arenatus,Johnny Diggens,English,false
198558,Priacanthus arenatus,Moonshine Conga,English,false
198558,Priacanthus arenatus,Moonshine Snapper,English,false
198558,Priacanthus arenatus,Alfonsón,Spanish; Castilian,false
198558,Priacanthus arenatus,Alunado,Spanish; Castilian,false
198558,Priacanthus arenatus,Beauclaire de Roche,French,false
198558,Priacanthus arenatus,Beauclaire Soleil,French,false
198558,Priacanthus arenatus,Catalana,Spanish; Castilian,false
198558,Priacanthus arenatus,Catalucia,Spanish; Castilian,false
198558,Priacanthus arenatus,Catalufa,Spanish; Castilian,false
198558,Priacanthus arenatus,Catalufa Ojón,Spanish; Castilian,false
198558,Priacanthus arenatus,Catalufa Toro,Spanish; Castilian,false
198558,Priacanthus arenatus,Cataluja Toro,Spanish; Castilian,false
198558,Priacanthus arenatus,Comico,Spanish; Castilian,false
198558,Priacanthus arenatus,Juif,French,false
198558,Priacanthus arenatus,Majarra Ojona,Spanish; Castilian,false
198558,Priacanthus arenatus,Ojona Colorada,Spanish; Castilian,false
198558,Priacanthus arenatus,Tête Ronde,French,false
198558,Priacanthus arenatus,Toro,Spanish; Castilian,false
198558,Priacanthus arenatus,Atlantic Bigeye,English,true
198561,Kyphosus sectatrix,Beaked Chub,English,false
198561,Kyphosus sectatrix,Bermuda Chub,English,false
198561,Kyphosus sectatrix,Black Snapper,English,false
198561,Kyphosus sectatrix,Brim,English,false
198561,Kyphosus sectatrix,Chub,English,false
198561,Kyphosus sectatrix,Grey Drummer,English,false
198561,Kyphosus sectatrix,Pacific Chub,English,false
198561,Kyphosus sectatrix,Rudderfish,English,false
198561,Kyphosus sectatrix,Rudder-fish,English,false
198561,Kyphosus sectatrix,Rudder Fish,English,false
198561,Kyphosus sectatrix,White Chub,English,false
198561,Kyphosus sectatrix,Calicagère Blanche,French,false
198561,Kyphosus sectatrix,Chopa,Spanish; Castilian,false
198561,Kyphosus sectatrix,Chopa Blanca,Spanish; Castilian,false
198561,Kyphosus sectatrix,Morocota,Spanish; Castilian,false
198561,Kyphosus sectatrix,Bermuda Sea Chub,English,true
198566,Exocoetus volitans,Blue Flying Fish,English,false
198566,Exocoetus volitans,Cosmopolitan Flyingfish,English,false
198566,Exocoetus volitans,Flyingfish,English,false
198566,Exocoetus volitans,Linne's Flying Fish,English,false
198566,Exocoetus volitans,Sharpfinned Flyingfish,English,false
198566,Exocoetus volitans,Tropical Two-wing,English,false
198566,Exocoetus volitans,Two Winged Flying Fish,English,false
198566,Exocoetus volitans,Two-wing Flyingfish,English,false
198566,Exocoetus volitans,Exocet Volant,French,false
198566,Exocoetus volitans,Lisa Voladora,Spanish; Castilian,false
198566,Exocoetus volitans,Pez Volador,Spanish; Castilian,false
198566,Exocoetus volitans,Pez Volador Común,Spanish; Castilian,false
198566,Exocoetus volitans,Poisson Volant,French,false
198566,Exocoetus volitans,Volador,Spanish; Castilian,false
198566,Exocoetus volitans,Volador Tropical,Spanish; Castilian,false
198566,Exocoetus volitans,Tropical Two-wing Flyingfish,English,true
198574,Belone svetovidovi,Agujilla,Spanish; Castilian,false
198574,Belone svetovidovi,Arafyda,Arabic,false
198574,Belone svetovidovi,Zargana Baliği,"Greek, Modern (1453-)",false
198575,Cheilopogon exsiliens,Exocet Rayè,French,false
198575,Cheilopogon exsiliens,Pez Volador,Spanish; Castilian,false
198575,Cheilopogon exsiliens,Poisson Volant,French,false
198575,Cheilopogon exsiliens,Poisson-volant à Ailes Rayées,French,false
198575,Cheilopogon exsiliens,Urañola,Spanish; Castilian,false
198575,Cheilopogon exsiliens,Volador Bandeado,Spanish; Castilian,false
198575,Cheilopogon exsiliens,Volador Bandiblanco,Spanish; Castilian,false
198575,Cheilopogon exsiliens,Volador Campechano,Spanish; Castilian,false
198575,Cheilopogon exsiliens,Bandwing Flyingfish,English,true
198576,Cheilopogon heterurus,Fourwing Flyingfish,English,false
198576,Cheilopogon heterurus,Mediterranean Flyingfish,English,false
198576,Cheilopogon heterurus,Single Bearded Flyingfish,English,false
198576,Cheilopogon heterurus,Exocet Méditerranéen,French,false
198576,Cheilopogon heterurus,Juriola,Spanish; Castilian,false
198576,Cheilopogon heterurus,Pez Volador,Spanish; Castilian,false
198576,Cheilopogon heterurus,Poisson-volant,French,false
198576,Cheilopogon heterurus,Volador ala Lunada,Spanish; Castilian,false
198576,Cheilopogon heterurus,Volador Mediterraneo,Spanish; Castilian,false
198576,Cheilopogon heterurus,Blotchwing Flyingfish,English,true
198578,Beryx decadactylus,Berix,English,false
198578,Beryx decadactylus,Beryx,English,false
198578,Beryx decadactylus,Broad Alfonsin,English,false
198578,Beryx decadactylus,Broad Alfonsino,English,false
198578,Beryx decadactylus,Cuvier's Berycid Fish,English,false
198578,Beryx decadactylus,Imperador,English,false
198578,Beryx decadactylus,Long-finned Beryx,English,false
198578,Beryx decadactylus,Longfinned Beryx,English,false
198578,Beryx decadactylus,Red Bream,English,false
198578,Beryx decadactylus,Alfonsin A Casta Larga,Spanish; Castilian,false
198578,Beryx decadactylus,Alfonsino,Spanish; Castilian,false
198578,Beryx decadactylus,Alfonsiño,Spanish; Castilian,false
198578,Beryx decadactylus,Alfonsino Palometón,Spanish; Castilian,false
198578,Beryx decadactylus,Béryx,French,false
198578,Beryx decadactylus,Béryx Commun,French,false
198578,Beryx decadactylus,Castañeta Roxa,Spanish; Castilian,false
198578,Beryx decadactylus,Dorade Rose,French,false
198578,Beryx decadactylus,Imperador,Spanish; Castilian,false
198578,Beryx decadactylus,Palometa Roja,Spanish; Castilian,false
198578,Beryx decadactylus,Alfonsino,English,true
19858,Salmo letnica,Ohrid trout,English,true
198583,Sprattus sprattus,European Sprat,English,false
198583,Sprattus sprattus,Garvie,English,false
198583,Sprattus sprattus,Garvock,English,false
198583,Sprattus sprattus,Russian Sardine,English,false
198583,Sprattus sprattus,Russlet,English,false
198583,Sprattus sprattus,Sprat,English,false
198583,Sprattus sprattus,Whitebait,English,false
198583,Sprattus sprattus,Alatxa,Spanish; Castilian,false
198583,Sprattus sprattus,Amelette,French,false
198583,Sprattus sprattus,Amploya,Spanish; Castilian,false
198583,Sprattus sprattus,Brisling,Danish,false
198583,Sprattus sprattus,Collaca,Spanish; Castilian,false
198583,Sprattus sprattus,Espadín,Spanish; Castilian,false
198583,Sprattus sprattus,Espadines O Arenques Anchoados,Spanish; Castilian,false
198583,Sprattus sprattus,Esprot,French,false
198583,Sprattus sprattus,Filetes Anchoados de Espadin,Spanish; Castilian,false
198583,Sprattus sprattus,Harenguet,French,false
198583,Sprattus sprattus,Lacha,Spanish; Castilian,false
198583,Sprattus sprattus,Mélette Phalérique,French,false
198583,Sprattus sprattus,Menuise,French,false
198583,Sprattus sprattus,Œillet,French,false
198583,Sprattus sprattus,Sardina,Spanish; Castilian,false
198583,Sprattus sprattus,Sprat,French,false
198583,Sprattus sprattus,Trancho,Spanish; Castilian,false
198583,Sprattus sprattus,European Sprat,English,true
198587,Trisopterus luscus,Bib,English,false
198587,Trisopterus luscus,Pout,English,false
198587,Trisopterus luscus,Pout Whiting,English,false
198587,Trisopterus luscus,Whiting-pout,English,false
198587,Trisopterus luscus,Barraud,French,false
198587,Trisopterus luscus,Faneca,Spanish; Castilian,false
198587,Trisopterus luscus,Gade,French,false
198587,Trisopterus luscus,Guidon,French,false
198587,Trisopterus luscus,Guitan Moulek,French,false
198587,Trisopterus luscus,Officier,French,false
198587,Trisopterus luscus,Plouse,French,false
198587,Trisopterus luscus,Poule de Mer,French,false
198587,Trisopterus luscus,Tacaud,French,false
198587,Trisopterus luscus,Tacaud Commun,French,false
198587,Trisopterus luscus,Pouting,English,true
198589,Gaidropsarus granti,Grant's Rockling,English,false
198589,Gaidropsarus granti,Barbada,Spanish; Castilian,false
198589,Gaidropsarus granti,Azores Rockling,English,true
198592,Molva macrophthalma,Blue Ling,English,false
198592,Molva macrophthalma,Mediterranean Ling,English,false
198592,Molva macrophthalma,Arbitán,Spanish; Castilian,false
198592,Molva macrophthalma,Barruenda,Spanish; Castilian,false
198592,Molva macrophthalma,Élingue,French,false
198592,Molva macrophthalma,Escolá,Spanish; Castilian,false
198592,Molva macrophthalma,Juliana,French,false
198592,Molva macrophthalma,Lingue,French,false
198592,Molva macrophthalma,Lingue Bleue,French,false
198592,Molva macrophthalma,Lingue Espagnole,French,false
198592,Molva macrophthalma,Llengua de Bacallá,Spanish; Castilian,false
198592,Molva macrophthalma,Lotte Allongée,French,false
198592,Molva macrophthalma,Maruca Azul,Spanish; Castilian,false
198592,Molva macrophthalma,Morue Longue,French,false
198592,Molva macrophthalma,Pez de Bacalao,Spanish; Castilian,false
198592,Molva macrophthalma,Spanish Ling,English,true
198593,Molva molva,Common Ling,English,false
198593,Molva molva,European Ling,English,false
198593,Molva molva,Barbada,Spanish; Castilian,false
198593,Molva molva,Barruenda,Spanish; Castilian,false
198593,Molva molva,Élingue,French,false
198593,Molva molva,Julienne,French,false
198593,Molva molva,Lengua de Bacalá,Spanish; Castilian,false
198593,Molva molva,Lingue,Spanish; Castilian,false
198593,Molva molva,Lingue,French,false
198593,Molva molva,Lingue Bleue,French,false
198593,Molva molva,Lingue Franche,French,false
198593,Molva molva,Maruca,Spanish; Castilian,false
198593,Molva molva,Morue Langue,French,false
198593,Molva molva,Tutchuela,French,false
198593,Molva molva,Ling,English,true
198605,Apletodon incognitus,Porte-écuelle des Oursins,French,true
198608,Trachipterus trachypterus,Dealfish,English,false
198608,Trachipterus trachypterus,Peregrine Ribbon Fish,English,false
198608,Trachipterus trachypterus,Ribbon Fish,English,false
198608,Trachipterus trachypterus,Faxia,Spanish; Castilian,false
198608,Trachipterus trachypterus,Fleuma,Spanish; Castilian,false
198608,Trachipterus trachypterus,Lista,Spanish; Castilian,false
198608,Trachipterus trachypterus,Pez Cinta,Spanish; Castilian,false
198608,Trachipterus trachypterus,Poisson Ruban,French,false
198608,Trachipterus trachypterus,Trachyptère Commun,French,false
198608,Trachipterus trachypterus,Traquíptero,Spanish; Castilian,false
198608,Trachipterus trachypterus,Mediterranean Dealfish,English,true
198614,Diogenichthys atlanticus,Atlantic Lanternfish,English,false
198614,Diogenichthys atlanticus,Lanternfish,English,false
198614,Diogenichthys atlanticus,Longfin Lanternfish,English,true
198624,Carapus acus,Pearlfish,English,false
198624,Carapus acus,Aurin,French,false
198624,Carapus acus,Fierasfer,French,false
198624,Carapus acus,Rubioca,Spanish; Castilian,false
198624,Carapus acus,Pearl Fish,English,true
198628,Microstoma microstoma,Dusky Pencilsmelt,English,false
198628,Microstoma microstoma,Slender Argentine,English,false
198628,Microstoma microstoma,Slender Smallmouth,English,false
198640,Campogramma glaycos,Big-toothed Pompano,English,false
198640,Campogramma glaycos,Bigtoothed Pompano,English,false
198640,Campogramma glaycos,Lexa,English,false
198640,Campogramma glaycos,Lexola,English,false
198640,Campogramma glaycos,Zippered Pompano,English,false
198640,Campogramma glaycos,Caballo,Spanish; Castilian,false
198640,Campogramma glaycos,Lexa,Spanish; Castilian,false
198640,Campogramma glaycos,Lexola,Spanish; Castilian,false
198640,Campogramma glaycos,Lezia,French,false
198640,Campogramma glaycos,Liche,French,false
198640,Campogramma glaycos,Liche Lirio,French,false
198640,Campogramma glaycos,Liche Vadigo,French,false
198640,Campogramma glaycos,Lirio,Spanish; Castilian,false
198640,Campogramma glaycos,Lirio,French,false
198640,Campogramma glaycos,Vadigo,English,true
198642,Lichia amia,Garrick,English,false
198642,Lichia amia,Pampano,English,false
198642,Lichia amia,Caranga,French,false
198642,Lichia amia,Colomida,Spanish; Castilian,false
198642,Lichia amia,Dorado,Spanish; Castilian,false
198642,Lichia amia,Fausse Palomète,French,false
198642,Lichia amia,Grande Liche,French,false
198642,Lichia amia,Liche,French,false
198642,Lichia amia,Liche Amie,French,false
198642,Lichia amia,Liche Vadigo,French,false
198642,Lichia amia,Lichié Amie,French,false
198642,Lichia amia,Lichié Amie,French,false
198642,Lichia amia,Lichio,French,false
198642,Lichia amia,Lich Né-bé,French,false
198642,Lichia amia,Litcha,French,false
198642,Lichia amia,Palometon,Spanish; Castilian,false
198642,Lichia amia,Palometón,Spanish; Castilian,false
198642,Lichia amia,Palomida,Spanish; Castilian,false
198642,Lichia amia,Serviola,Spanish; Castilian,false
198642,Lichia amia,Sorell de Peña,Spanish; Castilian,false
198642,Lichia amia,Leerfish,English,true
198650,Remora australis,Indian Suckerfish,English,false
198650,Remora australis,Whale Remora,English,false
198650,Remora australis,Pegaballena,Spanish; Castilian,false
198650,Remora australis,Remora,Spanish; Castilian,false
198650,Remora australis,Rémora Ballenera,Spanish; Castilian,false
198650,Remora australis,Rémora de Ballena,Spanish; Castilian,false
198650,Remora australis,Rémora des Baleines,French,false
198650,Remora australis,Rémora des Cétacés,French,false
198650,Remora australis,Whalesucker,English,true
198659,Gobius couchi,Gobie de Couch,French,false
198659,Gobius couchi,Couch's Goby,English,true
198663,Gobius roulei,Gobie de Roule,French,false
198663,Gobius roulei,Gobio de Roule,Spanish; Castilian,false
198663,Gobius roulei,Roule's Goby,English,true
198664,Lebetus guilleti,Gobie Nain de Guillet,French,false
198664,Lebetus guilleti,Guillet's Goby,English,true
198675,Cubiceps capensis,Cape Cigarfish,English,false
198675,Cubiceps capensis,Cape Cubiceps,English,false
198675,Cubiceps capensis,Cape Fathead,English,true
198676,Cubiceps gracilis,Driftfish,English,false
198676,Cubiceps gracilis,Dérivant,French,false
198676,Cubiceps gracilis,Dérivant Brun,French,false
198676,Cubiceps gracilis,Savorín,Spanish; Castilian,false
198676,Cubiceps gracilis,Longfin Cigarfish,English,true
198708,Umbrina canariensis,Baardman,English,false
198708,Umbrina canariensis,Belman,English,false
198708,Umbrina canariensis,Checker Drum,English,false
198708,Umbrina canariensis,Common Baardman,English,false
198708,Umbrina canariensis,Tasselfish,English,false
198708,Umbrina canariensis,Tesselfish,English,false
198708,Umbrina canariensis,Calafate,Portuguese,false
198708,Umbrina canariensis,Calafate das canárias,Portuguese,false
198708,Umbrina canariensis,Calafate-das-canárias,Portuguese,false
198708,Umbrina canariensis,Corvina,Portuguese,false
198708,Umbrina canariensis,Corvina-marreca,Portuguese,false
198708,Umbrina canariensis,Drum kanaryjski,Polish,false
198708,Umbrina canariensis,Kanarisk trommefisk,Danish,false
198708,Umbrina canariensis,Macujana bronzeada,Portuguese,false
198708,Umbrina canariensis,Mylokopi,"Greek, Modern (1453-)",false
198708,Umbrina canariensis,Ombrine,French,false
198708,Umbrina canariensis,Ombrine Bronze,French,false
198708,Umbrina canariensis,Ombrine Noire,French,false
198708,Umbrina canariensis,Ragnolo,Portuguese,false
198708,Umbrina canariensis,Rómvos,Portuguese,false
198708,Umbrina canariensis,Shlangenmakrele,Arabic,false
198708,Umbrina canariensis,Verrugato Canario,Spanish; Castilian,false
198708,Umbrina canariensis,Verrugato de Canarias,Spanish; Castilian,false
198708,Umbrina canariensis,Verrugato de Fango,Spanish; Castilian,false
198708,Umbrina canariensis,Yaldizli Uskumruaz- Mani Baliği,Arabic,false
198708,Umbrina canariensis,Canary Drum,English,true
198710,Umbrina ronchus,Fusca Croaker,English,false
198710,Umbrina ronchus,Roncador,English,false
198710,Umbrina ronchus,Slender Baardman,English,false
198710,Umbrina ronchus,Slender Tasselfish,English,false
198710,Umbrina ronchus,Calafate-fosco,Portuguese,false
198710,Umbrina ronchus,Fouskomylokopi,"Greek, Modern (1453-)",false
198710,Umbrina ronchus,Macujana fusca,Portuguese,false
198710,Umbrina ronchus,Ombrine Fusca,French,false
198710,Umbrina ronchus,Umbrina di canali,Italian,false
198710,Umbrina ronchus,Verrugato Fusco,Spanish; Castilian,false
198710,Umbrina ronchus,Fusca Drum,English,true
198715,Stromateus fiatola,Butterfish,English,false
198715,Stromateus fiatola,Fiatolon,English,false
198715,Stromateus fiatola,Fiatole,French,false
198715,Stromateus fiatola,Fiatone,French,false
198715,Stromateus fiatola,Mademoiselle,French,false
198715,Stromateus fiatola,Palometa Fiatola,Spanish; Castilian,false
198715,Stromateus fiatola,Pampano,Spanish; Castilian,false
198715,Stromateus fiatola,Pámpano,Spanish; Castilian,false
198715,Stromateus fiatola,Pompano,French,false
198715,Stromateus fiatola,Pompano,Spanish; Castilian,false
198715,Stromateus fiatola,Blue Butterfish,English,true
198723,Melanostigma atlanticum,Mollase Atlantique,French,false
198723,Melanostigma atlanticum,Mollasse Atlantique,French,false
198723,Melanostigma atlanticum,Atlantic Soft Pout,English,true
198733,Zeugopterus regius,Eckström's Topknot,English,true
198737,Monochirus hispidus,Peluda,Spanish; Castilian,false
198737,Monochirus hispidus,Soldado,Spanish; Castilian,false
198737,Monochirus hispidus,Sole Velue,French,false
198737,Monochirus hispidus,Whiskered Sole,English,true
198738,Pegusa impar,Lenguado,Spanish; Castilian,false
198738,Pegusa impar,Sole Adriatique,French,false
198738,Pegusa impar,Sole Pole de Méditerranée,French,false
198738,Pegusa impar,Sortija Adriática,Spanish; Castilian,false
198738,Pegusa impar,Adriatic Sole,English,true
198740,Synapturichthys kleinii,Klein's Sole,English,false
198740,Synapturichthys kleinii,Lace Sole,English,false
198740,Synapturichthys kleinii,Lenguado,Spanish; Castilian,false
198740,Synapturichthys kleinii,Lenguado de Klein,Spanish; Castilian,false
198740,Synapturichthys kleinii,Sole ,French,false
198740,Synapturichthys kleinii,Sole Tachetée,French,false
198740,Synapturichthys kleinii,Suela,Spanish; Castilian,false
198741,Taurulus bubalis,Fatherlasher,English,false
198741,Taurulus bubalis,Longspined Sea-scorpion,English,false
198741,Taurulus bubalis,Lucky Proach,English,false
198741,Taurulus bubalis,Rock Sculpin,English,false
198741,Taurulus bubalis,Sea Scorpion,English,false
198741,Taurulus bubalis,Cabrachito,Spanish; Castilian,false
198741,Taurulus bubalis,Chaboisseau de Mer,French,false
198741,Taurulus bubalis,Chabot,French,false
198741,Taurulus bubalis,Chabot Buffle,French,false
198741,Taurulus bubalis,Chabot de Mer,French,false
198741,Taurulus bubalis,Scaviglione,Italian,false
198741,Taurulus bubalis,Tasergal,"Greek, Modern (1453-)",false
198741,Taurulus bubalis,Longspined Bullhead,English,true
198743,Pontinus kuhlii,Peixe-ventosa,"Greek, Modern (1453-)",false
198743,Pontinus kuhlii,Rascacio de Fuera,Spanish; Castilian,false
198743,Pontinus kuhlii,Rascasse,French,false
198743,Pontinus kuhlii,Rascasse du Large,French,false
198743,Pontinus kuhlii,Scorfano bruno,Italian,false
198743,Pontinus kuhlii,Offshore Rockfish,English,true
198749,Scorpaenodes arenai,Rascacio de Messina,Spanish; Castilian,false
198749,Scorpaenodes arenai,Rascasse de Messine,French,false
198749,Scorpaenodes arenai,Messina Rockfish,English,true
198762,Borostomias antarcticus,Ledémon Double Œil ,French,false
198762,Borostomias antarcticus,Snaggletooth,English,true
154708,Diplodus cervinus,Oman Porgy,English,false
154708,Diplodus cervinus,Zebra Seabream,English,true
19883,Samoana annectens,Huahine Samoana tree snail,English,false
19883,Samoana annectens,Areho,Tahitian,false
19883,Samoana annectens,Polynesian Tree Snail,English,true
1991,Arapaima gigas,Arapaima,English,false
1991,Arapaima gigas,Pirarucu,English,false
1991,Arapaima gigas,Arapaïma,French,false
1991,Arapaima gigas,Paiche,French,false
199713,Limnophila polyantha,Om nhiều hoa,Vietnamese,true
199715,Limnophila verticillata,Pak khayaeng,Thai,true
199743,Pachycalamus brevis,Short Worm Lizard,English,true
199745,Leptotyphlops macrurus,Boulenger's Blind Snake,English,true
199746,Leptotyphlops wilsoni,Wilson's Blind Snake,English,true
199747,Xerotyphlops socotranus,Socotra Worm Snake,English,true
20065,Scotophilus celebensis,Sulawesi Yellow Bat,English,false
20065,Scotophilus celebensis,Sulawesi Yellow House Bat,English,true
20076,Scotorythra paratactis,Hawaiian Hopseed Looper Moth,English,false
201693,Ephedra trifurcata,Cañatilla,Spanish; Castilian,false
20347,Somatogyrus parvulus,Sparrow Pebblesnail,English,false
20351,Somatogyrus aureus,Goldend Pebblesnail,English,false
20351,Somatogyrus aureus,Golden Pebblesnail,English,true
20352,Somatogyrus biangulatus,Angular Pebblesnail,English,true
20353,Somatogyrus constrictus,Knotty Pebblesnail,English,true
20357,Somatogyrus decipiens,Hidden Pebblesnail,English,true
20358,Somatogyrus excavatus,Ovate Pebblesnail,English,true
20360,Somatogyrus hinkleyi,Granite Pebblesnail,English,false
20363,Somatogyrus obtusus,Moon Pebblesnail,English,true
20364,Somatogyrus pilsbryanus,Tallapoosa Pebblesnail,English,false
20367,Somatogyrus sargenti,Mud Pebblesnail,English,false
20463,Spelungula cavernicola,Nelson Cave Spider,English,false
20731,Stenella coeruleoalba,Euphrosyne Dolphin,English,false
20731,Stenella coeruleoalba,Cizgili Vunus,Turkish,false
20731,Stenella coeruleoalba,Dauphin bleu et blanc,French,false
20731,Stenella coeruleoalba,Dauphin rayé,French,false
20731,Stenella coeruleoalba,Delfin Azrak wa Abyad,Arabic,false
20731,Stenella coeruleoalba,Delfín Blanco y Azul,Spanish; Castilian,false
20731,Stenella coeruleoalba,Delfín Listado,Spanish; Castilian,false
20731,Stenella coeruleoalba,Golfinho Riscado,Portuguese,false
20731,Stenella coeruleoalba,Prugasti Dupin,Croatian,false
20731,Stenella coeruleoalba,Stenella Mefuspeset,Hebrew,false
20731,Stenella coeruleoalba,Stenella Striata,Italian,false
20731,Stenella coeruleoalba,Zónodelfino,"Greek, Modern (1453-)",false
20731,Stenella coeruleoalba,Striped Dolphin,English,true
20769,Stenotrema pilsbryi,Pilsbry's Narrow-apertured Land Snail,English,false
21128,Succinea chittenangoensis,Chittenango Ovate Amber Snail,English,false
21308,Tachypleus gigas,Horseshoe Crab,English,true
21497,Tartarocreagris texana,Tooth Cave Pseudoscorpion,English,false
21557,Teinopalpus aureus,Golden Kaiserihind,English,false
21689,Thalassoma ascensionis,Greenfish,English,false
22120,Trichomycterus areolatus,Chilenluikeromonni,Finnish,false
22120,Trichomycterus areolatus,Bagre Pintado,Spanish; Castilian,true
22121,Trichomycterus chiltoni,Bagre,Spanish; Castilian,true
22193,Triodopsis occidentalis,Western Three-toothed Land Snail,English,false
22194,Triodopsis platysayoides,Flat-spired Three-toothed Snail,English,false
22416,Tryonia cheatumi,Cheatum's Snail,English,false
22416,Tryonia cheatumi,Phantom Tryonia,English,true
22417,Tryonia clathrata,White River Snail,English,false
22417,Tryonia clathrata,Grated Tryonia,English,true
22418,Tryonia imitator,California Brackish Water Snail,English,false
22418,Tryonia imitator,Mimic Tryonia,English,true
22420,Pseudotryonia adamantina,Diamond Y Springsnail,English,false
22421,Tryonia alamosae,Alamosa Springsnail,English,false
22422,Tryonia angulata,Sportingoods Tryonia,English,true
22424,Tryonia elata,Point of Rocks Tryonia,English,false
22426,Tryonia gilae,Gila Tryonia,English,true
22427,Tryonia kosteri,Koster's Tryonia,English,false
22428,Tryonia quitobaquitae,Quitabaquito Tryonia,English,false
22430,Tryonia variegata,Amargossa Tryonia,English,true
