internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
56852595,Choeroichthys brachysoma,"Doryichthys serialis Gunther, 1884",Doryichthys,serialis,"Gunther, 1884",,
56852595,Choeroichthys brachysoma,Choeroichthys valencienni Kaup 1856,Choeroichthys,valencienni,Kaup 1856,,
56852595,Choeroichthys brachysoma,"Syngnathus brachysoma Bleeker, 1855",Syngnathus,brachysoma,"Bleeker, 1855",,
183214,Doryrhamphus excisus,"Doryrhamphus excisus ssp. paulus Fritzsche, 1980",Doryrhamphus,excisus,,subspecies,"Fritzsche, 1980"
183214,Doryrhamphus excisus,"Doryrhamphus  excisus ssp. excisus Kaup, 1856",Doryrhamphus ,excisus,,subspecies,"Kaup, 1856"
183214,Doryrhamphus excisus,"Doryrhamphus excisus ssp. abbreviatus Dawson, 1981",Doryrhamphus,excisus,,subspecies,"Dawson, 1981"
172469,Hippichthys penicillus,"Hippichthys gazella Whitley, 1947",Hippichthys,gazella,"Whitley, 1947",,
172469,Hippichthys penicillus,"Syngnathus argyrostictus Kaup (ex Kuhl & van Hasselt), 1856",Syngnathus,argyrostictus,"Kaup (ex Kuhl & van Hasselt), 1856",,
172469,Hippichthys penicillus,"Parasyngnathus penicillus (Cantor, 1849)",Parasyngnathus,penicillus,"(Cantor, 1849)",,
172469,Hippichthys penicillus,"Corythroichthys quinquarius Snyder, 1911",Corythroichthys,quinquarius,"Snyder, 1911",,
172469,Hippichthys penicillus,"Syngnathus altirostris Ogilby, 1890",Syngnathus,altirostris,"Ogilby, 1890",,
172469,Hippichthys penicillus,"Syngnathus biserialis Kaup (ex Gray), 1856",Syngnathus,biserialis,"Kaup (ex Gray), 1856",,
172469,Hippichthys penicillus,"Syngnathus penicillus Cantor, 1849",Syngnathus,penicillus,"Cantor, 1849",,
10075,Hippocampus kuda,"Hippocampus horai Duncker, 1926",Hippocampus,horai,"Duncker, 1926",,
10075,Hippocampus kuda,"Hippocampus novaehebudorum Fowler, 1944",Hippocampus,novaehebudorum,"Fowler, 1944",,
10075,Hippocampus kuda,"Hippocampus taeniops Fowler, 1904",Hippocampus,taeniops,"Fowler, 1904",,
10075,Hippocampus kuda,"Hippocampus raji Whitley, 1955",Hippocampus,raji,"Whitley, 1955",,
10075,Hippocampus kuda,"Hippocampus rhynchomacer Duméril, 1870",Hippocampus,rhynchomacer,"Duméril, 1870",,
46102735,Trachyrhamphus bicoarctatus,"Yozia compitalis Whitley, 1950",Yozia,compitalis,"Whitley, 1950",,
46102735,Trachyrhamphus bicoarctatus,"Ichthyocampus annulatus Macleay, 1878",Ichthyocampus,annulatus,"Macleay, 1878",,
46102735,Trachyrhamphus bicoarctatus,"Ichthyocampus  maculatus Alleyne & Macleay, 1877",Ichthyocampus ,maculatus,"Alleyne & Macleay, 1877",,
46102735,Trachyrhamphus bicoarctatus,"Syngnathus zanzibarensis Gunther, 1867",Syngnathus,zanzibarensis,"Gunther, 1867",,
46102735,Trachyrhamphus bicoarctatus,"Syngnathus brevicaudus Castelnau, 1875",Syngnathus,brevicaudus,"Castelnau, 1875",,
46102735,Trachyrhamphus bicoarctatus,"Yozia wakanourae Jordan & Snyder, 1901",Yozia,wakanourae,"Jordan & Snyder, 1901",,
46102735,Trachyrhamphus bicoarctatus,"Yozia bicoarctata ssp. erythraeensis Dollfus & Petit, 1938",Yozia,bicoarctata,,subspecies,"Dollfus & Petit, 1938"
46102735,Trachyrhamphus bicoarctatus,"Yozia bicoarctata ssp. melanesiae Fowler, 1945",Yozia,bicoarctata,,subspecies,"Fowler, 1945"
46102735,Trachyrhamphus bicoarctatus,"Syngnathus cilo Walbaum (ex Klein), 1792",Syngnathus,cilo,"Walbaum (ex Klein), 1792",,
46102735,Trachyrhamphus bicoarctatus,"Syngnathus bicoarctatus Bleeker, 1857",Syngnathus,bicoarctatus,"Bleeker, 1857",,
18123647,Saurida undosquamis,"Saurus undosquamis Richardson, 1848",Saurus,undosquamis,"Richardson, 1848",,
46088618,Eupleurogrammus muticus,"Trichiurus muticus Gray, 1831",Trichiurus,muticus,"Gray, 1831",,
13342153,Bombus mlokosievitzii,"Bombus mlokassewiczi Radoszkowski, 1877",Bombus,mlokassewiczi,"Radoszkowski, 1877",,
13342153,Bombus mlokosievitzii,"Megabombus vogtiellus Tkalcu, 1977",Megabombus,vogtiellus,"Tkalcu, 1977",,
57714556,Barathrites iris,Barathrites  abyssorum Roule 1916,Barathrites ,abyssorum,Roule 1916,,
57453584,Nybelinella erikssoni,"Barathronus erikssoni Nybelin, 1957",Barathronus,erikssoni,"Nybelin, 1957",,
57453696,Holcomycteronus squamosus,"Bassogigas koefoedi Nybelin, 1954",Bassogigas,koefoedi,"Nybelin, 1954",,
57453696,Holcomycteronus squamosus,"Grimaldichthys squamosus Roule, 1916",Grimaldichthys,squamosus,"Roule, 1916",,
15148742,Einara macrolepis,"Alepocephalus macrolepis Koefoed, 1927",Alepocephalus,macrolepis,"Koefoed, 1927",,
15148858,Herwigia kreffti,"Bathylaco kreffti Nielsen & Larsen, 1970",Bathylaco,kreffti,"Nielsen & Larsen, 1970",,
154801,Talismania mekistonema,"Talismania grandisquamis Quéro, 1974",Talismania,grandisquamis,"Quéro, 1974",,
57791251,Araneus hortensis,Epeira hortensis Blackwall 1859,Epeira,hortensis,Blackwall 1859,,
58021346,Prinerigone pigra,"Neriene pigra Blackwall, 1862",Neriene,pigra,"Blackwall, 1862",,
58053093,Steatoda distincta,"Latrodectus distinctus Blackwall, 1859",Latrodectus,distinctus,"Blackwall, 1859",,
58053588,Xysticus madeirensis,"Proxysticus madeirensis Wunderlich, 1992",Proxysticus,madeirensis,"Wunderlich, 1992",,
58247790,Deschampsia stricta,Avenella stricta (Hack.) P.Silva,Avenella,stricta,(Hack.) P.Silva,,
58247790,Deschampsia stricta,Deschampsia flexuosa (L.) Trin.,Deschampsia,flexuosa,(L.) Trin.,,
58247790,Deschampsia stricta,Avenella flexuosa (L.) Drejer,Avenella,flexuosa,(L.) Drejer,,
19317,Ratsirakia legendrei,"Eleotris legendrei Pellegrin, 1919",Eleotris,legendrei,"Pellegrin, 1919",,
19481,Rheocles sikorae,"Eleotris sikorae Sauvage, 1891",Eleotris,sikorae,"Sauvage, 1891",,
181642,Nannocharax niloticus,"Coregonus niloticus Joannis, 1835",Coregonus,niloticus,"Joannis, 1835",,
181642,Nannocharax niloticus,"Nannocharax niloticus  lateralis Werner, 1906",Nannocharax niloticus ,lateralis,"Werner, 1906",,
186089,Stenogobius gymnopomus,"Gobius gymnopomus Bleeker, 1853",Gobius,gymnopomus,"Bleeker, 1853 ",,
53875539,Malapterurus cavalliensis,"Malapterurus thysi Norris, 2002",Malapterurus,thysi,"Norris, 2002",,
55326772,Scriptaphyosemion banforense,"Roloffia banforensis Seegers, 1982",Roloffia,banforensis,"Seegers, 1982",,
55326772,Scriptaphyosemion banforense,"Apyosemion banforensis (Seegers, 1982)",Apyosemion,banforensis,"(Seegers, 1982)",,
55326897,Scriptaphyosemion fredrodi,"Roloffia fredrodi Vandersmissen, Etzel & Berkenkamp, 1980",Roloffia,fredrodi,"Vandersmissen, Etzel & Berkenkamp, 1980",,
55470236,Marcusenius rheni,"Gnathonemus  rheni Fowler, 1936",Gnathonemus ,rheni,"Fowler, 1936",,
57505709,Pachypanchax playfairii,"Haplochilus playfairii Günther, 1866",Haplochilus,playfairii,"Günther, 1866",,
57505736,Haplochromis albertianus,"Thoracochromis albertianus (Regan, 1929)",Thoracochromis,albertianus,"(Regan, 1929)",,
57505771,Haplochromis bullatus,"Thoracochromis bullatus (Trewavas, 1938)",Thoracochromis,bullatus,"(Trewavas, 1938)",,
57505782,Haplochromis dolorosus,"Astatotilapia  dolorosa (Trewavas, 1933)",Astatotilapia ,dolorosa,"(Trewavas, 1933)",,
57506473,Stigmatochromis pleurospilus,"Haplochromis pleurospilus Trewavas, 1935",Haplochromis,pleurospilus,"Trewavas, 1935",,
57509289,Glossogobius kokius,"Gobius kokius Valenciennes, 1837",Gobius,kokius,"Valenciennes, 1837",,
57509648,Aplocheilichthys atripinna,"Aplocheilichthys atripinnis Pfeffer, 1896",Aplocheilichthys,atripinnis,"Pfeffer, 1896",,
57509648,Aplocheilichthys atripinna,"Haplochilus atripinna Pfeffer, 1896",Haplochilus,atripinna,"Pfeffer, 1896",,
58385666,Pseudobunocephalus quadriradiatus,"Bunocephalus quadriradiatus (Mees, 1989)",Bunocephalus,quadriradiatus,"(Mees, 1989)",,
58385666,Pseudobunocephalus quadriradiatus,"Dysichthys quadriradiatus Mees, 1989",Dysichthys,quadriradiatus,"Mees, 1989",,
20429419,Carangoides coeruleopinnatus,"Carangoides uii Wakiya, 1924",Carangoides,uii,"Wakiya, 1924",,
20429419,Carangoides coeruleopinnatus,"Carangoides ophthalmotaenia Bleeker, 1852",Carangoides,ophthalmotaenia,"Bleeker, 1852",,
20429419,Carangoides coeruleopinnatus,"Citula diversa Whitley, 1940",Citula,diversa,"Whitley, 1940",,
20429419,Carangoides coeruleopinnatus,"Caranx formosanus Jordan & Snyder, 1908",Caranx,formosanus,"Jordan & Snyder, 1908",,
20429419,Carangoides coeruleopinnatus,"Caranx altissimus Jordan & Seale, 1905",Caranx,altissimus,"Jordan & Seale, 1905",,
20429419,Carangoides coeruleopinnatus,"Caranx coeruleopinnatus Rüppell, 1830",Caranx,coeruleopinnatus,"Rüppell, 1830",,
20429774,Carangoides gymnostethus,"Carangoides  gymnostethoides Bleeker, 1851",Carangoides ,gymnostethoides,"Bleeker, 1851",,
20429774,Carangoides gymnostethus,"Caranx gymnostethus Cuvier, 1833",Caranx,gymnostethus,"Cuvier, 1833",,
20429774,Carangoides gymnostethus,"Ferdauia claeszooni var. prestonensis Whitley, 1947",Ferdauia,claeszooni,,variety,"Whitley, 1947"
20435185,Scomberoides tol,"Scomberoides formosanus Wakiya, 1924",Scomberoides,formosanus,"Wakiya, 1924",,
20435185,Scomberoides tol,"Chorinemus tol Cuvier, 1832",Chorinemus,tol,"Cuvier, 1832",,
56852298,Kyphosus bigibbus,"Pimelepterus  boscii  Cuvier & Valenciennes, 1831",Pimelepterus ,boscii ,"Cuvier & Valenciennes, 1831",,
56852298,Kyphosus bigibbus,"Pimelepterus  fallax  Klunzinger, 1884",Pimelepterus ,fallax ,"Klunzinger, 1884",,
56852298,Kyphosus bigibbus,"Dorsuarius nigrescens Lacepède, 1803",Dorsuarius,nigrescens,"Lacepède, 1803",,
56852298,Kyphosus bigibbus,"Xyster fuscus Lacepède, 1803",Xyster,fuscus,"Lacepède, 1803",,
188935,Pomacea baeri,"Ampullaria baeri Dautzenberg, 1902",Ampullaria,baeri,"Dautzenberg, 1902",,
189049,Pomacea catamarcensis,"Ampullaria catamarcensis Sowerby, 1875",Ampullaria,catamarcensis,"Sowerby, 1875",,
44255,Sphaerium bequaerti,"Eupera bequaerti Dautzenberg & Germain, 1914",Eupera,bequaerti,"Dautzenberg & Germain, 1914",,
165812,Eupera ovata,"Byssanodonta ovata Mandahl-Barth, 1954",Byssanodonta,ovata,"Mandahl-Barth, 1954",,
189297,Pomacea cousini,"Ampullaria cousini Jousseaume, 1877",Ampullaria,cousini,"Jousseaume, 1877",,
189577,Pomacea hollingsworthi,"Pila hollingsworthi Pain, 1946",Pila,hollingsworthi,"Pain, 1946",,
58599340,Plectostoma panhai,"Arinia panhai Maassen, 2001",Arinia,panhai,"Maassen, 2001",,
58599977,Plectostoma tonkinianum,"Opisthostoma tonkinianum Dautzenberg & Fischer, 1905",Opisthostoma,tonkinianum,"Dautzenberg & Fischer, 1905",,
58600591,Plectostoma annandalei,"Opisthostoma annandalei Sykes, 1903",Opisthostoma,annandalei,"Sykes, 1903",,
58600601,Plectostoma klongsangensis,"Opisthostoma klongsangensis Panha, 1997",Opisthostoma,klongsangensis,"Panha, 1997",,
58600661,Plectostoma kitteli,"Opisthostoma kitteli Maassen, 2002",Opisthostoma,kitteli,"Maassen, 2002",,
58693818,Bryconacidnus hemigrammus,"Bryconamericus hemigrammus Pearson, 1924",Bryconamericus,hemigrammus,"Pearson, 1924",,
58983879,Isoetes colombiana,Isoetes lechleri Mett. var. colombiana T.C.Palmer,Isoetes,lechleri,Mett.,variety,T.C.Palmer
58882895,Amegilla magnilabris,"Anthophora magnilabris Fedtschenko, 1875",Anthophora,magnilabris,"Fedtschenko, 1875",,
58884456,Amegilla nigricornis,"Anthophora  nigricornis  Morawitz, 1873",Anthophora, nigricornis ,"Morawitz, 1873",,
14675865,Neosticta silvarum,"Amphisticta silvarum  Sjöstedt, 1917",Amphisticta,silvarum ,"Sjöstedt, 1917",,
38692,Sabal gretherae,Sabal gretheriae H.J.Quero [orth. error],Sabal,gretheriae,H.J.Quero [orth. error],,
18138780,Barathronus parfaiti,"Alexeterion parfaiti Vaillant, 1888",Alexeterion,parfaiti,"Vaillant, 1888",,
57453584,Nybelinella erikssoni,"Barathronus erikssoni Nybelin, 1957",Barathronus,erikssoni,"Nybelin, 1957",,
60483363,Sciadonus jonassoni,"Leucochlamys  jonassoni Nybelin, 1957",Leucochlamys ,jonassoni,"Nybelin, 1957",,
60485173,Synchiropus valdiviae,"Callionymus  valdiviae Trunov, 1981",Callionymus ,valdiviae,"Trunov, 1981",,
60482676,Platyberyx andriashevi,"Caristius  andriashevi Kukuev, Parin & Trunov, 2012",Caristius ,andriashevi,"Kukuev, Parin & Trunov, 2012",,
60469615,Caulophryne pelagica,"Caulophryne acinosa Regan, 1932",Caulophryne,acinosa,"Regan, 1932",,
60469615,Caulophryne pelagica,"Caulophryne ramulosa Regan, 1932",Caulophryne,ramulosa,"Regan, 1932",,
60469615,Caulophryne pelagica,"Melanocetus  pelagicus Brauer, 1902",Melanocetus ,pelagicus,"Brauer, 1902",,
190349,Cetomimus gillii,"Cetomimus gilli Goode & Bean, 1895",Cetomimus,gilli,"Goode & Bean, 1895",,
190260,Cetostoma regani,"Cetostomus regani Zugmayer, 1914",Cetostomus,regani,"Zugmayer, 1914",,
190414,Ditropichthys storeri,"Cetomimus storeri Goode & Bean, 1895",Cetomimus,storeri,"Goode & Bean, 1895",,
190331,Gyrinomimus myersi,"Gyrinomimus simplex Parr, 1946",Gyrinomimus,simplex,"Parr, 1946",,
67965135,Mirapinna esau,"Procetichthys  kreffti  Paxton, 1989",Procetichthys ,kreffti ,"Paxton, 1989",,
60470665,Gigantactis gracilicauda,Gigantactis sexfilis,Gigantactis,sexfilis,,,
60470687,Gigantactis vanhoeffeni,"Gigantactis exodon Regan & Trewavas, 1932",Gigantactis,exodon,"Regan & Trewavas, 1932",,
60470687,Gigantactis vanhoeffeni,"Diaphus lewisi Nafpaktitis, 1966",Diaphus,lewisi,"Nafpaktitis, 1966",,
60470817,Himantolophus brevirostris,"Rhynchoceratias  brevirostris Regan, 1925",Rhynchoceratias ,brevirostris,"Regan, 1925",,
60470918,Himantolophus rostratus,"Rhynchoceratias  rostratus Regan, 1925",Rhynchoceratias ,rostratus,"Regan, 1925",,
60471195,Hymenogadus gracilis,"Hymenocephalus gracilis Gilbert & Hubbs, 1920",Hymenocephalus,gracilis,"Gilbert & Hubbs, 1920",,
60477122,Melamphaes longivelis,Melamphaes microps  longivelis Parr,Melamphaes microps ,longivelis,Parr,,
60477991,Melamphaes suborbitalis,"Plectromus  suborbitalis Gill, 1883",Plectromus ,suborbitalis,"Gill, 1883",,
60478393,Melamphaes typhlops,"<i> melamphaes </i> <i> crassicauda </i> Koefoed, 1953",<i> melamphaes </i>,<i> crassicauda </i>,"Koefoed, 1953",,
60478393,Melamphaes typhlops,"Metopias  typhlops Lowe, 1843",Metopias ,typhlops,"Lowe, 1843",,
60482810,Poromitra capito,"Lophocephalus anthrax Osório, 1906",Lophocephalus,anthrax,"Osório, 1906",,
60482810,Poromitra capito,"Melamphaes triceratops Roule, 1933",Melamphaes,triceratops,"Roule, 1933",,
60482859,Poromitra megalops,"Melamphaes megalops Lütken, 1878",Melamphaes,megalops,"Lütken, 1878",,
18238049,Scopelogadus beanii,"Melamphaes beanii Günther, 1887",Melamphaes,beanii,"Günther, 1887",,
18238049,Scopelogadus beanii,"<i>Plectromus</i> <i>crassiceps</i> Bean, 1885",<i>Plectromus</i>,<i>crassiceps</i>,"Bean, 1885",,
60471934,Leptacanthichthys gracilispinis,"Dolopichthys  gracilispinis Regan, 1925",Dolopichthys ,gracilispinis,"Regan, 1925",,
60469298,Bassozetus oncerocephalus,"Sirembo  oncerocephalus Vaillant, 1888",Sirembo ,oncerocephalus,"Vaillant, 1888",,
60485860,Uncisudis longirostra,"Uncisudis denticulata Kotthaus, 1967",Uncisudis,denticulata,"Kotthaus, 1967",,
39907,Anisolepis undulatus,"Anisolepsis undulatus (Wiegmann, 1834) [orth. error]",Anisolepsis,undulatus,"(Wiegmann, 1834) [orth. error]",,
39907,Anisolepis undulatus,"Laemanctus undulatus Wiegmann, 1834",Laemanctus,undulatus,"Wiegmann, 1834",,
39907,Anisolepis undulatus,"Apostolepis bruchi Koslowsky, 1895",Apostolepis,bruchi,"Koslowsky, 1895",,
182513521,Rhinella fissipes,"Bufo fissipes Boulenger, 1903",Bufo,fissipes,"Boulenger, 1903",,
182513521,Rhinella fissipes,"Chaunus fissipes (Boulenger, 1903)",Chaunus,fissipes,"(Boulenger, 1903)",,
167742,Spatuloricaria euacanthagenys,"Spatuloricaria euacanthagenys Isbrücker, 1979",Spatuloricaria,euacanthagenys,"Isbrücker, 1979",,
167742,Spatuloricaria euacanthagenys,"Euacanthagenys caquetae Fowler, 1945",Euacanthagenys,caquetae,"Fowler, 1945",,
49829514,Priapichthys caliensis,"Gambusia caliensis Eigenmann & Henn, 1916",Gambusia,caliensis,"Eigenmann & Henn, 1916",,
49829533,Dolichancistrus atratoensis,"Pseudancistrus atratoensis Dahl, 1960",Pseudancistrus,atratoensis,"Dahl, 1960",,
49829536,Chaetostoma vagum,"Chaetostomus vagus Fowler, 1943",Chaetostomus,vagus,"Fowler, 1943",,
49829611,Sturisomatichthys aureus,"Sturisoma aureum (Steindachner, 1900)",Sturisoma,aureum,"(Steindachner, 1900)",,
49829611,Sturisomatichthys aureus,"Loricaria aurea Steindachner, 1900",Loricaria,aurea,"Steindachner, 1900",,
49829670,Rineloricaria sneiderni,"Loricaria neiderni Fowler, 1944",Loricaria,neiderni,"Fowler, 1944",,
49829912,Chaetostoma aburrense,"Hypostomus aburrensis Posada, 1909",Hypostomus,aburrensis,"Posada, 1909",,
49829912,Chaetostoma aburrense,"Chaetostoma aburrensis (Posada, 1909) [orth. error]",Chaetostoma,aburrensis,"(Posada, 1909) [orth. error]",,
49829966,Cynodonichthys elegans,"Rivulus elegans Steindachner, 1880",Rivulus,elegans,"Steindachner, 1880",,
49829982,Acestrocephalus anomalus,Xyphorhamphus anomalus Steindachner 1880,Xyphorhamphus,anomalus,Steindachner 1880,,
49830061,Chaetostoma anale,"Hypocolpterus analis Fowler, 1943",Hypocolpterus,analis,"Fowler, 1943",,
49830096,Farlowella gracilis,"Farlowella boliviana Steindachner, 1910",Farlowella,boliviana,"Steindachner, 1910",,
49830134,Spatuloricaria caquetae,"Loricaria caquetae Fowler, 1943",Loricaria,caquetae,"Fowler, 1943",,
49830156,Chaetostoma paucispinis,"Chaetostomus paucispinis Regan, 1912",Chaetostomus,paucispinis,"Regan, 1912",,
49830162,Sturisomatichthys tamanae,"Oxyloricaria tamanae Regan, 1912",Oxyloricaria,tamanae,"Regan, 1912",,
49830210,Cynodonichthys leucurus,"Rivulus leucurus Fowler, 1944",Rivulus,leucurus,"Fowler, 1944",,
49830222,Trichomycterus straminius,"Pygidium straminium Eigenmann, 1917",Pygidium,straminium,"Eigenmann, 1917",,
49830328,Apteronotus jurubidae,"Sternarchus jurubidae Fowler, 1944",Sternarchus,jurubidae,"Fowler, 1944",,
49830347,Trichomycterus latidens,"Pygidium latidens Eigenmann, 1917",Pygidium,latidens,"Eigenmann, 1917",,
49830369,Prochilodus magdalenae,"Prochilodus eigenmanni Ahl, 1937",Prochilodus,eigenmanni,"Ahl, 1937",,
49830369,Prochilodus magdalenae,"Prochilodus steindachneri Eigenmann, 1922",Prochilodus,steindachneri,"Eigenmann, 1922",,
49830369,Prochilodus magdalenae,"Prochilodus beani Eigenmann, 1907",Prochilodus,beani,"Eigenmann, 1907",,
49830391,Duringlanis altae,"Centromochlus altae Fowler, 1945",Centromochlus,altae,"Fowler, 1945",,
49830427,Astroblepus marmoratus,"Arges marmoratus Regan, 1904",Arges,marmoratus,"Regan, 1904",,
49830432,Cynodonichthys pacificus,"Rivulus pacificus Huber, 1992",Rivulus,pacificus,"Huber, 1992",,
49830445,Parastremma sadina,"Parastremma dina Eigenmann, 1912",Parastremma,dina,"Eigenmann, 1912",,
49830625,Trichomycterus romeroi,"Pygidium romeroi Fowler, 1941",Pygidium,romeroi,"Fowler, 1941",,
49830665,Cordylancistrus platyrhynchus,"Hemiancistrus platyrhynchus Fowler, 1943",Hemiancistrus,platyrhynchus,"Fowler, 1943",,
53875608,Cynodonichthys boehlkei,"Rivulus boehlkei Huber & Fels, 1985",Rivulus,boehlkei,"Huber & Fels, 1985",,
53877468,Anablepsoides taeniatus,"Rivulus taeniatus Fowler, 1945",Rivulus,taeniatus,"Fowler, 1945",,
61503471,Euphorbia galapageia,Chamaesyce galapageia (B.L.Rob. & Greenm.) D.G.Burch,Chamaesyce,galapageia,(B.L.Rob. & Greenm.) D.G.Burch,,
31380,Mangifera altissima,Mangifera rumphii Pierre,Mangifera,rumphii,Pierre,,
31380,Mangifera altissima,Mangifera mucronulata Blume,Mangifera,mucronulata,Blume,,
61662233,Parastremma pulchrum,"Parastremma pulchra Dahl, 1960",Parastremma,pulchra,"Dahl, 1960",,
61662461,Astyanax yariguies,"Astyanacinus yariguies Torres-Mejia, Hernández &amp; Senechal, 2012",Astyanacinus,yariguies,"Torres-Mejia, Hernández &amp; Senechal, 2012",,
61662476,Astyanax fasslii,"Tetragonopterus fasslii Steindachner, 1915",Tetragonopterus,fasslii,"Steindachner, 1915",,
61797424,Entandrophragma congoense,Leioptyx congoensis Pierre ex De Wild.,Leioptyx,congoensis,Pierre ex De Wild.,,
61854418,Malus doumeri,Malus laosensis (Cardot) A.Chev.,Malus,laosensis,(Cardot) A.Chev.,,
61854418,Malus doumeri,Pyrus doumeri Bois,Pyrus,doumeri,Bois,,
61854418,Malus doumeri,Pyrus  melliana Hand.-Mazz.,Pyrus ,melliana,Hand.-Mazz.,,
61854418,Malus doumeri,Docynia doumeri (Bois) C.K.Schneid.,Docynia,doumeri,(Bois) C.K.Schneid.,,
61854418,Malus doumeri,Pyrus formosana Kawak. & Koidz. ex Hayata,Pyrus,formosana,Kawak. & Koidz. ex Hayata,,
61854418,Malus doumeri,Pyrus laosensis Cardot,Pyrus,laosensis,Cardot,,
61854418,Malus doumeri,Eriolobus doumeri (Bois) C.K.Schneid.,Eriolobus,doumeri,(Bois) C.K.Schneid.,,
61854418,Malus doumeri,Malus  formosana Kawak. & Koidz.,Malus ,formosana,Kawak. & Koidz.,,
61855188,Malus halliana,Pyrus halliana (Koehne) Voss.,Pyrus,halliana,(Koehne) Voss.,,
61890717,Horsfieldia pilifera,Horsfieldia novoguineensis Warb.,Horsfieldia,novoguineensis,Warb.,,
61917684,Syzygium suborbiculare,Eugenia suborbicularis Benth.,Eugenia,suborbicularis,Benth.,,
61934264,Scopeloberyx robustus,"Scopeloberyx opercularis Zugmayer, 1911",Scopeloberyx,opercularis,"Zugmayer, 1911",,
61934264,Scopeloberyx robustus,"Melamphaes nigrescens Braer, 1906",Melamphaes,nigrescens,"Braer, 1906",,
61934264,Scopeloberyx robustus,"Scopeloberyx opercularis Gilbert, 1915",Scopeloberyx,opercularis,"Gilbert, 1915",,
61934264,Scopeloberyx robustus,"Melamphaes robustus Günther, 1887",Melamphaes,robustus,"Günther, 1887",,
61966807,Ulmus glabra,Ulmus campestris L.,Ulmus,campestris,L.,,
61966807,Ulmus glabra,Ulmus podolica Klokov,Ulmus,podolica,Klokov,,
61966807,Ulmus glabra,Ulmus communis Carrière,Ulmus,communis,Carrière,,
61966807,Ulmus glabra,Ulmus latifolia Moench,Ulmus,latifolia,Moench,,
61966807,Ulmus glabra,Ulmus major Sm.,Ulmus,major,Sm.,,
61966807,Ulmus glabra,Ulmus scabra Mill.,Ulmus,scabra,Mill.,,
61966807,Ulmus glabra,Ulmus sukaczevii Andrews,Ulmus,sukaczevii,Andrews,,
41780,Tragulus javanicus,"Cervus javanicus Osbeck, 1765",Cervus,javanicus,"Osbeck, 1765",,
61984991,Ilex boliviana,Ilex amboroica Loes.,Ilex,amboroica,Loes.,,
61988197,Caryocar nuciferum,Caryocar tomentosum Willd.,Caryocar,tomentosum,Willd.,,
61988197,Caryocar nuciferum,Pekea tuberculosa Aubl.,Pekea,tuberculosa,Aubl.,,
61988197,Caryocar nuciferum,Rhizobolus pekea Gaertn.,Rhizobolus,pekea,Gaertn.,,
61988197,Caryocar nuciferum,Rhizobolus tomentosus (Willd.) Oken,Rhizobolus,tomentosus,(Willd.) Oken,,
61988197,Caryocar nuciferum,Rhizobolus tuberculosum (Aubl.) J.F.Gmel.,Rhizobolus,tuberculosum,(Aubl.) J.F.Gmel.,,
61988197,Caryocar nuciferum,Caryocar tuberculosum (Aubl.) Baill.,Caryocar,tuberculosum,(Aubl.) Baill.,,
62024955,Dipteryx odorata,Coumarouna odorata Aubl.,Coumarouna,odorata,Aubl.,,
62037625,Camellia sinensis,Thea sinensis L.,Thea,sinensis,L.,,
62037625,Camellia sinensis,"Camellia arborescens Hung T.Chang, F.L.Yu &amp; P.S.Wang",Camellia,arborescens,"Hung T.Chang, F.L.Yu &amp; P.S.Wang",,
62054829,Camellia laotica,Thea laotica Gagnep.,Thea,laotica,Gagnep.,,
62056099,Camellia montana,Salceda montana Blanco,Salceda,montana,Blanco,,
62059190,Camellia villicarpa,Camellia obscurinervis H.T.Tsai & K.M.Feng ,Camellia,obscurinervis,H.T.Tsai & K.M.Feng ,,
62077643,Gordonia ovalis,Closaschima ovalis Korth.,Closaschima,ovalis,Korth.,,
62077643,Gordonia ovalis,Laplacea ovalis (Korth.) Choisy,Laplacea,ovalis,(Korth.) Choisy,,
62077643,Gordonia ovalis,Laplacea subintegerrima Miq.,Laplacea,subintegerrima,Miq.,,
62079054,Polyspora balansae,Gordonia balansae Pit.,Gordonia,balansae,Pit.,,
62079126,Polyspora concentricicatrix,Gordonia concentricicatrix Burkill,Gordonia,concentricicatrix,Burkill,,
62079819,Polyspora dalglieshiana,Gordonia dalglieshiana  Craib,Gordonia,dalglieshiana, Craib,,
62079837,Polyspora dipterosperma,Gordonia dipterosperma Kurz,Gordonia,dipterosperma,Kurz,,
62079837,Polyspora dipterosperma,Gordonia excelsa Blume var. pubescens Dyer,Gordonia,excelsa,Blume,variety,Dyer
62079896,Polyspora gigantiflora,Gordonia gigantiflora Gagnep.,Gordonia,gigantiflora,Gagnep.,,
62079966,Polyspora integerrima,Laplacea integerrima Miq.,Laplacea,integerrima,Miq.,,
62079976,Polyspora intricata,Gordonia intricata Gagnep.,Gordonia,intricata,Gagnep.,,
62079986,Polyspora lanceifolia,Gordonia lanceifolia Burkill,Gordonia,lanceifolia,Burkill,,
62080023,Polyspora marginata,Closaschima marginata Korth.,Closaschima,marginata,Korth.,,
62080023,Polyspora marginata,Gordonia marginata (Korth.) Endl.,Gordonia,marginata,(Korth.) Endl.,,
62080023,Polyspora marginata,Laplacea marginata (Korth.) Choisy,Laplacea,marginata,(Korth.) Choisy,,
62080052,Polyspora oblongifolia,Ploiarium oblongifolium Miq.,Ploiarium,oblongifolium,Miq.,,
62080125,Polyspora polisana,Gordonia polisana Burkill,Gordonia,polisana,Burkill,,
