assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
66813465,66813463,Juglans mexicana,PLANTAE,TRACHEOPHYTA,FAGALES,MAGNOLIOPSIDA,JUGLANDACEAE,Juglans,mexicana,,,,S.Watson,Data Deficient,,3.1,Unknown,Global
66887079,158957,Archaeopodagrion bilobatum,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PHILOGENIIDAE,Archaeopodagrion,bilobatum,,,,"Kennedy, 1946",Data Deficient,,3.1,Unknown,Global
66887616,158930,Philogenia sucra,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PHILOGENIIDAE,Philogenia,sucra,,,,"Dunkle, 1986",Data Deficient,,3.1,Unknown,Global
66887834,158973,Palaemnema carmelita,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Palaemnema,carmelita,,,,"Ris, 1918",Data Deficient,,3.1,Unknown,Global
66888264,158946,Euthore dorada,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,POLYTHORIDAE,Euthore,dorada,,,,"(Bick &amp; Bick, 1991)",Data Deficient,,3.1,Unknown,Global
66888473,159099,Euthore mirabilis,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,POLYTHORIDAE,Euthore,mirabilis,,,,"McLachlan, 1878",Data Deficient,,3.1,Unknown,Global
67181006,49830023,Apistogramma payaminonis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CICHLIDAE,Apistogramma,payaminonis,,,,"Kullander, 1986",Data Deficient,,3.1,Unknown,Global
67181066,49829644,Chaetostoma dermorhynchum,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,LORICARIIDAE,Chaetostoma,dermorhynchum,,,,"Boulenger, 1887",Data Deficient,,3.1,Unknown,Global
67182387,49830648,Trichomycterus bomboizanus,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,TRICHOMYCTERIDAE,Trichomycterus,bomboizanus,,,,"(Tortonese, 1942)",Data Deficient,,3.1,Unknown,Global
67359368,67359364,Neoromicia robertsi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Neoromicia,robertsi,,,,"Goodman, Taylor, Ratrimomanarivo &amp; Hoofer, 2012",Data Deficient,,3.1,Stable,Global
67363012,67363010,Mops bakarii,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,MOLOSSIDAE,Mops,bakarii,,,,"Stanley, 2009",Data Deficient,,3.1,Unknown,Global
67510624,178343,Riama inanis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Riama,inanis,,,,"(Doan &amp; Schargel, 2003)",Data Deficient,,3.1,Unknown,Global
67511848,184105,Rena affinis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LEPTOTYPHLOPIDAE,Rena,affinis,,,,"(Boulenger, 1984)",Data Deficient,,3.1,Unknown,Global
67513648,67513490,Magnolia atlantida,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,atlantida,,,,A.Vázquez,Data Deficient,,3.1,Unknown,Global
67513653,67513493,Magnolia azulensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,azulensis,,,,F.Arroyo,Data Deficient,,3.1,Unknown,Global
67513668,67513502,Magnolia chiriquiensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,chiriquiensis,,,,A.Vázquez,Data Deficient,,3.1,Unknown,Global
67513693,67513517,Magnolia elfina,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,elfina,,,,A.Vázquez,Data Deficient,,3.1,Unknown,Global
67513743,67513547,Magnolia lopezobradorii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,lopezobradorii,,,,A.Vázquez,Data Deficient,,3.1,Unknown,Global
67513748,67513550,Magnolia lozanoi,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,lozanoi,,,,A.Vázquez &amp; Castro-Arce,Data Deficient,,3.1,Unknown,Global
67513753,67513553,Magnolia macrocarpa,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,macrocarpa,,,,(Zucc.) A.Vázquez &amp; Castro-Arce,Data Deficient,,3.1,Unknown,Global
67513793,67513581,Magnolia paranaensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,paranaensis,,,,A.Vázquez,Data Deficient,,3.1,Unknown,Global
67513813,67513593,Magnolia peruviana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,peruviana,,,,A.Vázquez,Data Deficient,,3.1,Unknown,Global
67513823,67513599,Magnolia savegrensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,savegrensis,,,,A.Vázquez,Data Deficient,,3.1,Unknown,Global
67513838,67513608,Magnolia steyermarkii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,steyermarkii,,,,A.Vázquez,Data Deficient,,3.1,Unknown,Global
67513873,67513636,Magnolia zamorana,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,zamorana,,,,F.Arroyo,Data Deficient,,3.1,Unknown,Global
67513878,67513639,Magnolia zamudioi,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,MAGNOLIACEAE,Magnolia,zamudioi,,,,A.Vázquez,Data Deficient,,3.1,Unknown,Global
67532042,19199086,Sphecodes longuloides,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Sphecodes,longuloides,,,,"Blüthgen, 1923",Data Deficient,,3.1,Unknown,Europe
67607137,67606920,Amphisbaena rozei,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,AMPHISBAENIDAE,Amphisbaena,rozei,,,,"Lancini, 1963",Data Deficient,,3.1,Unknown,Global
67609515,67609326,Anolis deltae,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,deltae,,,,"Williams, 1974",Data Deficient,,3.1,Unknown,Global
67610340,67610337,Atractus acheronius,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Atractus,acheronius,,,,"Passos, Fuenmayor &amp; Barrios-Amorós, 2009",Data Deficient,,3.1,Unknown,Global
67610385,67610380,Atractus ayeush,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Atractus,ayeush,,,,"Esqueda, 2011",Data Deficient,,3.1,Unknown,Global
67610404,67610399,Atractus eriki,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Atractus,eriki,,,,"Esqueda, La Marca &amp; Bazó, 2007",Data Deficient,,3.1,Unknown,Global
67610456,67610453,Atractus insipidus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Atractus,insipidus,,,,"Roze, 1961",Data Deficient,,3.1,Unknown,Global
67610598,67610595,Atractus meridensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Atractus,meridensis,,,,"Esqueda &amp; La Marca, 2005",Data Deficient,,3.1,Unknown,Global
67610712,67610704,Atractus mijaresi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Atractus,mijaresi,,,,"Esqueda &amp; La Marca, 2005",Data Deficient,,3.1,Unknown,Global
67610864,67610854,Atractus ochrosetrus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Atractus,ochrosetrus,,,,"Esqueda &amp; La Marca, 2005",Data Deficient,,3.1,Unknown,Global
67611153,67611149,Atractus tamaensis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Atractus,tamaensis,,,,"Esqueda &amp; La Marca, 2005",Data Deficient,,3.1,Unknown,Global
67617766,41006,Hippocampus guttulatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,guttulatus,,,,"Cuvier, 1829",Data Deficient,,3.1,Unknown,Global
67618259,10069,Hippocampus hippocampus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,hippocampus,,,,"(Linnaeus, 1758)",Data Deficient,,3.1,Unknown,Global
67618763,65134998,Aeoliscus punctulatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,CENTRISCIDAE,Aeoliscus,punctulatus,,,,"(Bianconi, 1854)",Data Deficient,,3.1,Unknown,Global
67618768,65135062,Aeoliscus strigatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,CENTRISCIDAE,Aeoliscus,strigatus,,,,"(Günther, 1861)",Data Deficient,,3.1,Unknown,Global
67618773,65363543,Apterygocampus epinnulatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Apterygocampus,epinnulatus,,,,"Weber, 1913",Data Deficient,,3.1,Unknown,Global
67619028,65350111,Centriscus cristatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,CENTRISCIDAE,Centriscus,cristatus,,,,"(De Vis, 1885)",Data Deficient,,3.1,Unknown,Global
67619048,65364521,Choeroichthys latispinosus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Choeroichthys,latispinosus,,,,"Dawson, 1978",Data Deficient,,3.1,Unknown,Global
67620049,180839,Doryichthys contiguus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Doryichthys,contiguus,,,,"Kottelat, 2000",Data Deficient,,3.1,Unknown,Global
67620589,168479,Microphis dunckeri,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Microphis,dunckeri,,,,"(Prashad &amp; Mukerji, 1929)",Data Deficient,,3.1,Decreasing,Global
67620733,13392,Microphis spinachioides,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Microphis,spinachioides,,,,"(Duncker, 1915)",Data Deficient,,3.1,Unknown,Global
67621664,65366061,Doryrhamphus bicarinatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Doryrhamphus,bicarinatus,,,,"Dawson, 1981",Data Deficient,,3.1,Unknown,Global
67621669,65366046,Doryrhamphus aurolineatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Doryrhamphus,aurolineatus,,,,"Randall &amp; Earle, 1994",Data Deficient,,3.1,Unknown,Global
67621684,65374676,Syngnathus euchrous,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Syngnathus,euchrous,,,,"Fritzsche, 1980",Data Deficient,,3.1,Unknown,Global
67621699,183512,Syngnathus macrobrachium,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Syngnathus,macrobrachium,,,,"Fritzsche, 1980",Data Deficient,,3.1,Unknown,Global
67621835,65374952,Syngnathus macrophthalmus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Syngnathus,macrophthalmus,,,,"Duncker, 1915",Data Deficient,,3.1,Unknown,Global
67622224,183461,Syngnathus carinatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Syngnathus,carinatus,,,,"(Gilbert, 1892)",Data Deficient,,3.1,Unknown,Global
67622590,65370481,Maroubra yasudai,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Maroubra,yasudai,,,,"Dawson, 1983",Data Deficient,,3.1,Unknown,Global
67622595,65368181,Hippocampus paradoxus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hippocampus,paradoxus,,,,"Foster &amp; Gomon, 2010",Data Deficient,,3.1,Unknown,Global
67622600,154617,Bryx veleronis,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Bryx,veleronis,,,,"Herald, 1940",Data Deficient,,3.1,Unknown,Global
67623085,20318,Solegnathus spinosissimus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Solegnathus,spinosissimus,,,,"(Günther, 1870)",Data Deficient,,3.1,Unknown,Global
67623372,20314,Solegnathus dunckeri,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Solegnathus,dunckeri,,,,"Whitley, 1927",Data Deficient,,3.1,Decreasing,Global
67623500,20316,Solegnathus lettiensis,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Solegnathus,lettiensis,,,,"Bleeker, 1860",Data Deficient,,3.1,Unknown,Global
67623640,20315,Solegnathus hardwickii,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Solegnathus,hardwickii,,,,"(Gray, 1830)",Data Deficient,,3.1,Decreasing,Global
67623846,13391,Microphis caudocarinatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Microphis,caudocarinatus,,,,"(Weber, 1907)",Data Deficient,,3.1,Unknown,Global
67624205,65374464,Siokunichthys southwelli,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Siokunichthys,southwelli,,,,"(Duncker, 1910)",Data Deficient,,3.1,Unknown,Global
67624210,65374417,Siokunichthys herrei,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Siokunichthys,herrei,,,,"Herald, 1953",Data Deficient,,3.1,Unknown,Global
67624215,65374540,Siokunichthys striatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Siokunichthys,striatus,,,,"Fricke, 2004",Data Deficient,,3.1,Unknown,Global
67624220,65374110,Siokunichthys breviceps,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Siokunichthys,breviceps,,,,"Smith, 1963",Data Deficient,,3.1,Decreasing,Global
67624225,154629,Siokunichthys nigrolineatus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Siokunichthys,nigrolineatus,,,,"Dawson, 1983",Data Deficient,,3.1,Decreasing,Global
67624446,65374054,Siokunichthys bentuviai,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Siokunichthys,bentuviai,,,,"Clark, 1966",Data Deficient,,3.1,Unknown,Global
67624451,65368756,Hypselognathus horridus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Hypselognathus,horridus,,,,"Dawson &amp; Glover, 1982",Data Deficient,,3.1,Unknown,Global
67624482,65367996,Halicampus zavorensis,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Halicampus,zavorensis,,,,"Dawson, 1984",Data Deficient,,3.1,Unknown,Global
67624733,65367303,Festucalex kulbickii,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Festucalex,kulbickii,,,,"Fricke, 2004",Data Deficient,,3.1,Unknown,Global
67624743,65367318,Festucalex prolixus,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Festucalex,prolixus,,,,"Dawson, 1984",Data Deficient,,3.1,Unknown,Global
67624838,65403235,Microphis jagorii,ANIMALIA,CHORDATA,SYNGNATHIFORMES,ACTINOPTERYGII,SYNGNATHIDAE,Microphis,jagorii,,,,"Peters, 1868",Data Deficient,,3.1,Unknown,Global
67657006,67657002,Gymnophthalmus leucomystax,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Gymnophthalmus,leucomystax,,,,"Vanzolini &amp; Carvalho, 1991",Data Deficient,,3.1,Unknown,Global
67657455,67657437,Amerotyphlops lehneri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TYPHLOPIDAE,Amerotyphlops,lehneri,,,,"(Roux, 1926)",Data Deficient,,3.1,Unknown,Global
67728593,64264486,Bolboschoenus novae-angliae,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Bolboschoenus,novae-angliae,,,,(Britton) S.G.Sm.,Data Deficient,,3.1,Unknown,Global
67728653,64269714,Carex adelostoma,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,adelostoma,,,,Krecz.,Data Deficient,,3.1,Unknown,Global
67728724,64270394,Carex bullata,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,bullata,,,,Schkuhr ex Willd.,Data Deficient,,3.1,Unknown,Global
67728815,64271359,Carex heleonastes,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,heleonastes,,,,L. f.,Data Deficient,,3.1,Unknown,Global
67728860,64271551,Carex laeviconica,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,laeviconica,,,,Dewey,Data Deficient,,3.1,Unknown,Global
67728870,64271697,Carex lapponica,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,lapponica,,,,O.F. Lang,Data Deficient,,3.1,Unknown,Global
67728875,64271725,Carex laxa,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Carex,laxa,,,,Wahlenb.,Data Deficient,,3.1,Unknown,Global
67730602,64322054,Psilocarphus brevissimus,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Psilocarphus,brevissimus,,,,Nutt.,Data Deficient,,3.1,Unknown,Global
67730892,64324795,Schoenoplectiella saximontana,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Schoenoplectiella,saximontana,,,,(Fernald),Data Deficient,,3.1,Unknown,Global
67735735,31389,Mangifera indica,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,ANACARDIACEAE,Mangifera,indica,,,,L.,Data Deficient,,3.1,Unknown,Global
67808402,32399,Dimocarpus longan,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Dimocarpus,longan,,,,Lour.,Data Deficient,,3.1,Unknown,Global
67811207,67811204,Verbena sedula,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,VERBENACEAE,Verbena,sedula,,,,Moldenke,Data Deficient,,3.1,Unknown,Global
67813915,67813912,Solanum edmonstonei,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Solanum,edmonstonei,,,,Hook.f.,Data Deficient,,3.1,Unknown,Global
67871560,20251407,Pterocaesio capricornis,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CAESIONIDAE,Pterocaesio,capricornis,,,,"Smith &amp; Smith, 1963",Data Deficient,,3.1,Unknown,Global
67871690,67855065,Synodus mundyi,ANIMALIA,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,SYNODONTIDAE,Synodus,mundyi,,,,"Randall, 2009",Data Deficient,,3.1,Unknown,Global
67871700,67855886,Synodus pylei,ANIMALIA,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,SYNODONTIDAE,Synodus,pylei,,,,"Randall, 2009",Data Deficient,,3.1,Unknown,Global
67937169,194907,Starksia springeri,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LABRISOMIDAE,Starksia,springeri,,,,"Castillo &amp; Baldwin, 2011",Data Deficient,,3.1,Unknown,Global
67949758,47141354,Acanthemblemaria harpeza,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAENOPSIDAE,Acanthemblemaria,harpeza,,,,"Williams, 2002",Data Deficient,,3.1,Unknown,Global
67950513,47141712,Acanthemblemaria paula,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CHAENOPSIDAE,Acanthemblemaria,paula,,,,"Johnson &amp; Brothers, 1989",Data Deficient,,3.1,Unknown,Global
67956720,47143476,Myxodagnus belone,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,DACTYLOSCOPIDAE,Myxodagnus,belone,,,,"Böhlke, 1968",Data Deficient,,3.1,Unknown,Global
67963849,67963815,Echinomacrurus mollis,ANIMALIA,CHORDATA,GADIFORMES,ACTINOPTERYGII,MACROURIDAE,Echinomacrurus,mollis,,,,"Roule, 1916",Data Deficient,,3.1,Unknown,Europe
67963980,67963974,Gaidropsarus guttatus,ANIMALIA,CHORDATA,GADIFORMES,ACTINOPTERYGII,LOTIDAE,Gaidropsarus,guttatus,,,,"(Collett, 1890)",Data Deficient,,3.1,Unknown,Global & Europe
67964193,67964123,Lasiognathus amphirhamphus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,THAUMATICHTHYIDAE,Lasiognathus,amphirhamphus,,,,"Pietsch, 2005",Data Deficient,,3.1,Unknown,Global & Europe
67964410,67964394,Leptoderma macrophthalmum,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,ALEPOCEPHALIDAE,Leptoderma,macrophthalmum,,,,"Byrkjedal, Poulsen &amp; Galbraith, 2011",Data Deficient,,3.1,Unknown,Global & Europe
67965177,67965135,Mirapinna esau,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Mirapinna,esau,,,,"Bertelsen &amp; Marshall, 1956",Data Deficient,,3.1,Unknown,Europe
67965334,67965222,Oneirodes anisacanthus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Oneirodes,anisacanthus,,,,"(Regan, 1925)",Data Deficient,,3.1,Unknown,Global & Europe
67965763,67965706,Oneirodes posti,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Oneirodes,posti,,,,"Bertelsen &amp; Grobecker, 1980",Data Deficient,,3.1,Unknown,Global & Europe
67966025,67965997,Paracetonurus flagellicauda,ANIMALIA,CHORDATA,GADIFORMES,ACTINOPTERYGII,MACROURIDAE,Paracetonurus,flagellicauda,,,,"(Koefoed, 1927)",Data Deficient,,3.1,Unknown,Europe
67966150,67966147,Paraliparis nigellus,ANIMALIA,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,LIPARIDAE,Paraliparis,nigellus,,,,"Chernova &amp; Møller, 2008",Data Deficient,,3.1,Unknown,Global & Europe
67966204,67966197,Protogrammus sousai,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,CALLIONYMIDAE,Protogrammus,sousai,,,,"(Maul, 1972)",Data Deficient,,3.1,Unknown,Global & Europe
67966298,67966291,Scorpaena canariensis,ANIMALIA,CHORDATA,SCORPAENIFORMES,ACTINOPTERYGII,SCORPAENIDAE,Scorpaena,canariensis,,,,"(Sauvage, 1878)",Data Deficient,,3.1,Unknown,Global & Europe
67966424,67966420,Uncisudis quadrimaculata,ANIMALIA,CHORDATA,AULOPIFORMES,ACTINOPTERYGII,PARALEPIDIDAE,Uncisudis,quadrimaculata,,,,"(Post, 1969)",Data Deficient,,3.1,Unknown,Europe
68049600,68049597,Riama yumborum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Riama,yumborum,,,,"Aguirre-Peñafiel, Torres-Carvajal, Sales Nunes, Peck &amp; Maddock, 2014",Data Deficient,,3.1,Unknown,Global
68071906,36294,Parashorea smythiesii,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,DIPTEROCARPACEAE,Parashorea,smythiesii,,,,Wyatt-Sm. ex P.S.Ashton,Data Deficient,,3.1,Decreasing,Global
68105077,32122,Toona calantas,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Toona,calantas,,,,Merr. &amp; Rolfe,Data Deficient,,3.1,Unknown,Global
68106816,63530,Populus nigra,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Populus,nigra,,,,L.,Data Deficient,,3.1,Unknown,Global
68135880,33951,Platanus orientalis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PLATANACEAE,Platanus,orientalis,,,,L.,Data Deficient,,3.1,Decreasing,Global
68308869,68308851,Liopropoma santi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SERRANIDAE,Liopropoma,santi,,,,"Baldwin &amp; Robertson, 2014",Data Deficient,,3.1,Unknown,Global & Caribbean
68308875,68308842,Liopropoma olneyi,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SERRANIDAE,Liopropoma,olneyi,,,,"Baldwin &amp; Johnson, 2014",Data Deficient,,3.1,Unknown,Global & Caribbean
68333604,68326478,Amblyeleotris japonica,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Amblyeleotris,japonica,,,,"Takagi, 1957",Data Deficient,,3.1,Unknown,Global
68333614,68326872,Arcygobius baliurus,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Arcygobius,baliurus,,,,"(Valenciennes, 1837)",Data Deficient,,3.1,Decreasing,Global
68333794,68333054,Priolepis akihitoi,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Priolepis,akihitoi,,,,"Hoese &amp; Larson, 2010",Data Deficient,,3.1,Unknown,Global
68333809,68333211,Tomiyamichthys alleni,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Tomiyamichthys,alleni,,,,"Iwata, Ohnishi &amp; Hirata, 2000",Data Deficient,,3.1,Unknown,Global
68333814,68333251,Trimma caudipunctatum,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,GOBIIDAE,Trimma,caudipunctatum,,,,"Suzuki &amp; Senou, 2009",Data Deficient,,3.1,Unknown,Global
68352879,55750,Litoria quadrilineata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PELODRYADIDAE,Litoria,quadrilineata,,,,"Tyler &amp; Parker, 1974",Data Deficient,,3.1,Unknown,Global
68361240,55760,Litoria wisselensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PELODRYADIDAE,Litoria,wisselensis,,,,"(Tyler, 1968)",Data Deficient,,3.1,Unknown,Global
